STATISTIC,Statistic Label,C03171V03833,Area of Residence,C02854V03432,ICD 10 Diagnostic Group,TLIST(A1),Year,UNIT,VALUE
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",172,South Tipperary,800,Diseases of the respiratory system,2015,2015,No. per 1000 Pop.,0.76
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",172,South Tipperary,800,Diseases of the respiratory system,2016,2016,No. per 1000 Pop.,0.92
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",172,South Tipperary,800,Diseases of the respiratory system,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",172,South Tipperary,1800,External causes of injury and poisoning,2007,2007,No. per 1000 Pop.,0.33
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",172,South Tipperary,1800,External causes of injury and poisoning,2008,2008,No. per 1000 Pop.,0.38
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",172,South Tipperary,1800,External causes of injury and poisoning,2009,2009,No. per 1000 Pop.,0.41
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",172,South Tipperary,1800,External causes of injury and poisoning,2010,2010,No. per 1000 Pop.,0.38
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",172,South Tipperary,1800,External causes of injury and poisoning,2011,2011,No. per 1000 Pop.,0.39
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",172,South Tipperary,1800,External causes of injury and poisoning,2012,2012,No. per 1000 Pop.,0.38
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",172,South Tipperary,1800,External causes of injury and poisoning,2013,2013,No. per 1000 Pop.,0.31
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",172,South Tipperary,1800,External causes of injury and poisoning,2014,2014,No. per 1000 Pop.,0.4
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",172,South Tipperary,1800,External causes of injury and poisoning,2015,2015,No. per 1000 Pop.,0.45
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",172,South Tipperary,1800,External causes of injury and poisoning,2016,2016,No. per 1000 Pop.,0.33
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",172,South Tipperary,1800,External causes of injury and poisoning,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,200,Neoplasms,2007,2007,No. per 1000 Pop.,1.89
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,200,Neoplasms,2008,2008,No. per 1000 Pop.,2.14
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,200,Neoplasms,2009,2009,No. per 1000 Pop.,1.92
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,200,Neoplasms,2010,2010,No. per 1000 Pop.,1.94
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,200,Neoplasms,2011,2011,No. per 1000 Pop.,2.3
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,200,Neoplasms,2012,2012,No. per 1000 Pop.,1.82
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,200,Neoplasms,2013,2013,No. per 1000 Pop.,2.34
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,200,Neoplasms,2014,2014,No. per 1000 Pop.,2.73
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,200,Neoplasms,2015,2015,No. per 1000 Pop.,2.53
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,200,Neoplasms,2016,2016,No. per 1000 Pop.,2.05
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,200,Neoplasms,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,700,Diseases of the circulatory system,2007,2007,No. per 1000 Pop.,1.98
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,700,Diseases of the circulatory system,2008,2008,No. per 1000 Pop.,1.84
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,700,Diseases of the circulatory system,2009,2009,No. per 1000 Pop.,2.01
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,700,Diseases of the circulatory system,2010,2010,No. per 1000 Pop.,1.78
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,700,Diseases of the circulatory system,2011,2011,No. per 1000 Pop.,2.12
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,700,Diseases of the circulatory system,2012,2012,No. per 1000 Pop.,1.85
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,700,Diseases of the circulatory system,2013,2013,No. per 1000 Pop.,2.33
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,700,Diseases of the circulatory system,2014,2014,No. per 1000 Pop.,1.97
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,700,Diseases of the circulatory system,2015,2015,No. per 1000 Pop.,2.22
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,700,Diseases of the circulatory system,2016,2016,No. per 1000 Pop.,2.1
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,700,Diseases of the circulatory system,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,800,Diseases of the respiratory system,2007,2007,No. per 1000 Pop.,0.79
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,800,Diseases of the respiratory system,2008,2008,No. per 1000 Pop.,0.69
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,800,Diseases of the respiratory system,2009,2009,No. per 1000 Pop.,0.85
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,800,Diseases of the respiratory system,2010,2010,No. per 1000 Pop.,0.9
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,800,Diseases of the respiratory system,2011,2011,No. per 1000 Pop.,0.73
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,800,Diseases of the respiratory system,2012,2012,No. per 1000 Pop.,0.79
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,800,Diseases of the respiratory system,2013,2013,No. per 1000 Pop.,0.55
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,800,Diseases of the respiratory system,2014,2014,No. per 1000 Pop.,0.72
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,800,Diseases of the respiratory system,2015,2015,No. per 1000 Pop.,0.69
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,800,Diseases of the respiratory system,2016,2016,No. per 1000 Pop.,0.82
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,800,Diseases of the respiratory system,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,1800,External causes of injury and poisoning,2007,2007,No. per 1000 Pop.,0.47
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,1800,External causes of injury and poisoning,2008,2008,No. per 1000 Pop.,0.23
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,1800,External causes of injury and poisoning,2009,2009,No. per 1000 Pop.,0.61
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,1800,External causes of injury and poisoning,2010,2010,No. per 1000 Pop.,0.34
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,1800,External causes of injury and poisoning,2011,2011,No. per 1000 Pop.,0.34
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,1800,External causes of injury and poisoning,2012,2012,No. per 1000 Pop.,0.43
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,1800,External causes of injury and poisoning,2013,2013,No. per 1000 Pop.,0.26
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,1800,External causes of injury and poisoning,2014,2014,No. per 1000 Pop.,0.25
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,1800,External causes of injury and poisoning,2015,2015,No. per 1000 Pop.,0.38
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,1800,External causes of injury and poisoning,2016,2016,No. per 1000 Pop.,0.33
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",181,Waterford City,1800,External causes of injury and poisoning,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",182,Waterford County,200,Neoplasms,2007,2007,No. per 1000 Pop.,1.93
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",182,Waterford County,200,Neoplasms,2008,2008,No. per 1000 Pop.,2.37
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",182,Waterford County,200,Neoplasms,2009,2009,No. per 1000 Pop.,2.21
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",182,Waterford County,200,Neoplasms,2010,2010,No. per 1000 Pop.,2.22
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",182,Waterford County,200,Neoplasms,2011,2011,No. per 1000 Pop.,1.88
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",182,Waterford County,200,Neoplasms,2012,2012,No. per 1000 Pop.,2.07
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",182,Waterford County,200,Neoplasms,2013,2013,No. per 1000 Pop.,2.32
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",182,Waterford County,200,Neoplasms,2014,2014,No. per 1000 Pop.,2.38
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",182,Waterford County,200,Neoplasms,2015,2015,No. per 1000 Pop.,1.78
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",182,Waterford County,200,Neoplasms,2016,2016,No. per 1000 Pop.,1.9
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",182,Waterford County,200,Neoplasms,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",182,Waterford County,700,Diseases of the circulatory system,2007,2007,No. per 1000 Pop.,2.17
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",182,Waterford County,700,Diseases of the circulatory system,2008,2008,No. per 1000 Pop.,2.31
